umur,jenis_kelamin,pekerjaan,provinsi,gaji,is_menikah,is_keturunan,berat,tinggi,sampo,is_merokok,pendidikan,botak_prob
45.0,Perempuan,Pegawai swasta,Palembang,8161499.889177576,0,0,53.03213761610151,155.76844555182504,Moonsilk,0,SMP,0.2821763478234783
32.0,Laki-laki,PNS,Palembang,5251124.471744306,1,0,43.55743074417225,156.02871866660456,Deadbuoy,1,S1,0.5200683360673436
20.0,Perempuan,PNS,Gorontalo,11072559.216598162,0,0,66.9002090225022,164.60539039092225,Moonsilk,1,SMA,0.2841241121063715
30.0,Laki-laki,Pegawai swasta,Pontianak,4444352.605007413,0,1,58.73489218551642,162.717606389669,Merpati,0,S1,0.5117353772484051
47.0,Laki-laki,Pegawai swasta,Banjarmasin,8526310.922369512,1,0,54.36376243979461,165.7306148722489,Merpati,0,SMA,0.4357978529225553
40.0,Laki-laki,PNS,Palembang,9084821.854612412,1,1,51.27504806288518,152.37140003534475,Moonsilk,0,S2,0.7482209190969331
30.0,Perempuan,PNS,Samarinda,3781318.1396174873,1,0,47.31048021726312,151.55648705567867,Deadbuoy,0,S1,0.23253514264871805
43.0,Perempuan,Pegawai swasta,Yogyakarta,7483703.659609846,1,0,83.21614485498478,159.939993571265,Merpati,1,S1,0.4333684248862086
31.0,Laki-laki,Pegawai swasta,Serang,9293471.708030498,1,1,65.65021806951842,170.73317192048475,Merpati,1,S1,0.716659752409397
28.0,Perempuan,PNS,Banda Lampung,10843545.667513685,1,0,52.79986569146303,152.28801908679466,Moonsilk,0,S1,0.24415520653151102
37.0,Perempuan,PNS,Tanjungselor,2566683.658872294,0,0,49.39066741564615,154.24621137098282,Merpati,1,SMA,0.3017576070707186
39.0,Laki-laki,Pegawai swasta,Denpasar,6959020.90444401,0,0,57.603271285575715,155.59247161286754,Moonsilk,0,S1,0.16135214100248318
51.0,Laki-laki,Pegawai swasta,Mamuju,4624051.667093641,1,0,61.47053343116546,160.97751984695344,Deadbuoy,0,SMA,0.4723916097572264
27.0,Laki-laki,Pegawai swasta,Pangkalpinang,5508196.3671105625,1,0,67.03982029796228,164.547563640835,Merpati,0,S1,0.34909186776664974
40.0,Laki-laki,Pegawai swasta,Tanjung Pinang,5539394.316222934,0,0,62.51670319798792,158.6004584283548,Moonsilk,1,S1,0.320044484654066
47.0,Laki-laki,PNS,Surabaya,6047569.649401091,0,1,52.77243300383678,151.40064630884322,Pantone,0,S1,0.6410587426032842
44.0,Laki-laki,Freelance,Samarinda,4149415.8741210345,1,0,65.4063425893688,158.1429064309088,Deadbuoy,0,S2,0.2606177489551364
31.0,Laki-laki,Pegawai swasta,Tanjungselor,4892140.46971704,1,1,59.785038287339205,150.5844385150458,Shoulder & Head,1,SMA,0.6618259957880664
28.0,Perempuan,PNS,Manokwari,6228049.802532204,0,0,44.626180531019756,146.0000638145723,Merpati,1,SMP,0.3712806996094289
45.0,Laki-laki,Pegawai swasta,Tanjungselor,6349590.394592339,1,0,68.38800239535406,164.42642600166394,Merpati,0,S1,0.4445333851767491
53.0,Perempuan,Freelance,Pangkalpinang,5026440.474454444,1,0,55.569217761059356,162.36107953024407,Pantone,0,SMA,0.2982089398409923
22.0,Laki-laki,Pegawai swasta,Sofifi,5622845.07573433,1,0,56.46795594949067,148.30140011882233,Shoulder & Head,1,SMA,0.3104683108311131
43.0,Perempuan,Pengangguran,Banda Aceh,7342028.476227113,0,0,61.03515764233605,164.90836885126976,Pantone,1,S1,0.5874937064807103
21.0,Laki-laki,Pegawai swasta,Jambi,9204729.168036744,1,0,65.65574158411415,163.93508263003184,Pantone,0,SMA,0.3431621912410994
29.0,Perempuan,PNS,Serang,4354253.682720894,1,0,57.28162681064056,161.84971869418374,Pantone,0,S2,0.3592167182063871
30.0,Laki-laki,Pengangguran,Manado,6929539.74438056,0,0,60.95001850469837,160.15379898795803,Pantone,0,SMA,0.5257906913107754
35.0,Laki-laki,Pegawai swasta,Tanjungselor,5942768.687571624,0,0,64.13015948018224,164.32894976956615,Deadbuoy,0,SMA,0.2500727588357084
44.0,Perempuan,Pegawai swasta,Banjarmasin,2694606.1375314076,0,0,88.83859494483411,168.7443683133593,Merpati,0,S1,0.21422444330228396
49.0,Laki-laki,PNS,Jakarta,3154809.7271218514,0,1,49.20825492795163,151.44227832360738,Merpati,0,S1,0.6589241266363608
38.0,Perempuan,PNS,Padang,4677377.344106283,0,0,71.6589656321336,163.89017060904808,Pantone,0,SD,0.16516790865080022
29.0,Laki-laki,Pegawai swasta,Denpasar,6810154.02992123,0,0,48.17285844275553,147.97604420160044,Moonsilk,1,S1,0.3578572803705017
19.0,Perempuan,Pegawai swasta,Gorontalo,4686353.533502129,0,0,52.84320963770628,158.35563882493426,Shoulder & Head,1,SMA,0.2403709344264536
39.0,Laki-laki,Pegawai swasta,Padang,9051203.593658134,0,0,67.64694251315791,170.05466297296334,Deadbuoy,1,S2,0.38394942235666596
35.0,Laki-laki,Pengangguran,Palangkaraya,8871804.17607994,1,1,47.5934191247784,151.83877867093025,Merpati,1,S1,1.0
29.0,Laki-laki,PNS,Sofifi,5975701.4374438245,1,0,61.795837664491714,158.46588432214145,Pantone,0,SMA,0.36918239285636106
43.0,Laki-laki,PNS,Mamuju,4693051.138723731,1,1,57.719921962427534,154.04186677644927,Pantone,1,SMP,0.9446749937981725
31.0,Perempuan,PNS,Gorontalo,6710562.258917788,1,0,60.45702804041201,159.3664806720044,Shoulder & Head,1,S1,0.39488570734874523
47.0,Laki-laki,Freelance,Tanjung Pinang,8732354.759395093,1,0,51.91939565082926,148.15904026181707,Deadbuoy,1,S1,0.40165631254156214
25.0,Laki-laki,Pegawai swasta,Kendari,7535590.180010212,1,1,52.258044058481204,155.28830870654753,Pantone,1,SMA,0.7178548270318638
53.0,Laki-laki,,Yogyakarta,8832737.416956145,0,0,58.893611081757115,161.84886327514062,Pantone,1,S1,0.6299077101027878
52.0,Perempuan,PNS,Pangkalpinang,3600477.3893030095,0,0,51.64389058465768,150.36212746457082,Pantone,1,S2,0.4425147333006745
36.0,Laki-laki,PNS,Banda Lampung,7890466.735091657,1,1,60.91040123009908,156.04897139218264,Pantone,1,S1,0.803425876793349
39.0,Perempuan,PNS,Denpasar,4247918.181566207,0,1,71.15708080978408,164.55769263682785,Moonsilk,1,S1,0.5848598961415967
27.0,Laki-laki,Pegawai swasta,Denpasar,5502354.329559561,0,0,61.40028070792547,159.9192882272904,Merpati,0,S1,0.21609813080678922
30.0,Perempuan,Freelance,Denpasar,17536300.24322195,0,1,58.24576287738918,161.56347904445397,Deadbuoy,1,SMA,0.4927653705164469
45.0,Perempuan,PNS,Ambon,6167594.04770788,0,1,71.13244573866326,168.90108427306686,Moonsilk,0,SMA,0.5664978450456831
46.0,Laki-laki,PNS,Makassar,5409294.8941522,1,0,45.95511903869034,154.38509255475168,Deadbuoy,0,S1,0.46776992267374845
33.0,Perempuan,PNS,Tanjung Pinang,4784813.199878007,1,0,78.61929608145061,167.77959663971708,Merpati,0,S1,0.32344502480291903
22.0,Laki-laki,PNS,Surabaya,6645957.202985566,1,0,82.85609891884906,167.00118461724128,Pantone,0,S1,0.48721673384179437
52.0,Perempuan,Freelance,Palembang,17387929.540267162,1,0,48.74158811507946,153.90516352224185,Deadbuoy,0,S1,0.36113657311724257
41.0,Laki-laki,Freelance,Serang,6501938.9647119455,1,0,84.82601101011444,168.12549091454946,Merpati,1,S1,0.4508109811635527
42.0,Perempuan,Pegawai swasta,Banda Aceh,4485408.544600897,1,0,48.68176364228982,159.30437336031264,Shoulder & Head,0,SD,0.3739567191888535
47.0,Perempuan,Freelance,Bengkulu,10875054.623975636,1,0,63.377209455315736,166.142815029506,Pantone,1,S1,0.4030247512179427
54.0,Laki-laki,PNS,Bandung,5247735.057316155,1,0,57.08859173887939,161.02185221520168,Shoulder & Head,0,SMA,0.6375719814228161
40.0,Perempuan,Freelance,Samarinda,6535568.844024223,0,1,50.47321429790129,146.92952819627197,Moonsilk,0,S1,0.30130740056501876
40.0,Perempuan,Freelance,Yogyakarta,7214788.439008491,1,0,71.95650792924897,175.41847945147842,Shoulder & Head,1,S1,0.16399093017424238
36.0,Laki-laki,PNS,Banda Lampung,12376035.684812022,1,0,62.77692543139174,159.91211718734723,Pantone,0,S1,0.371406211327473
48.0,Laki-laki,PNS,Jambi,6529504.516672853,1,1,58.60062926626172,159.50275674937174,Moonsilk,1,S1,0.98530768396299
50.0,Perempuan,Pegawai swasta,Jambi,3820478.2681721444,0,1,57.42403849396079,158.87748182356225,Merpati,1,SMA,0.6097347241192096
33.0,Laki-laki,PNS,Semarang,9854219.278600015,1,1,55.55514870279457,157.96834244659166,Shoulder & Head,1,SMA,0.8781126797515231
50.0,Laki-laki,Pengangguran,Pontianak,12488738.436422806,0,0,98.6388617724654,175.26707257505643,Pantone,1,SD,0.7651472857278531
37.0,Perempuan,PNS,Kendari,4204240.745522268,1,0,64.35412060476085,151.44988733695422,Deadbuoy,1,S1,0.41669425349194805
48.0,Perempuan,Pegawai swasta,Jayapura,4921637.80245269,1,0,73.72912328112693,159.41915812807156,Shoulder & Head,1,S1,0.4254401544792016
48.0,Laki-laki,Freelance,Ambon,5516164.996393088,0,0,55.41339683070528,151.95738730572114,Shoulder & Head,1,S1,0.31115386471314915
47.0,Laki-laki,PNS,Pangkalpinang,7135784.656627706,0,0,60.16290903872015,164.62246595813602,Shoulder & Head,1,SMA,0.555405295034242
26.0,Perempuan,PNS,Pekanbaru,4446648.907689964,0,0,57.155315934945364,157.4754837925062,Merpati,1,SMA,0.31981376519320914
38.0,Perempuan,PNS,Jayapura,4047810.5613378445,0,1,65.36154256856126,157.8083170606967,Moonsilk,0,S2,0.4563252452498079
25.0,Laki-laki,Pengangguran,Palangkaraya,3613401.933735644,1,0,72.08333253931426,165.9852878480211,Moonsilk,0,S1,0.7107229941288996
41.0,Perempuan,Pegawai swasta,Sofifi,5866493.072610189,1,0,50.16502807552249,157.76174726374376,Merpati,1,S1,0.40035957053681565
36.0,Laki-laki,Freelance,Jayapura,5093746.80214376,1,0,83.19693642386576,168.6468423555903,Deadbuoy,1,SMA,0.40222600147905496
27.0,Laki-laki,Pengangguran,Tanjungselor,8525961.881842911,0,0,53.6594985626956,149.55949982912753,Deadbuoy,0,S1,0.5783303777307969
19.0,Perempuan,Pegawai swasta,Mataram,6314945.5923677245,1,0,58.41579961999031,154.85120097108694,Moonsilk,0,S1,0.22133058455500879
25.0,Laki-laki,Pegawai swasta,Jakarta,10498858.17502903,1,0,57.17379343545798,158.12592999194234,Deadbuoy,1,SMA,0.36319998519967717
39.0,Laki-laki,PNS,Makassar,6934406.1644035075,0,0,56.02845967528643,155.4563572435075,Moonsilk,0,SMP,0.31813062149846244
56.0,Perempuan,Pegawai swasta,Bandung,4971099.8155484535,1,1,48.39111915170268,157.801700178543,Pantone,0,SMA,0.6294115542419929
40.0,Laki-laki,Pegawai swasta,Bandung,5687342.811829442,1,0,54.25520266639539,153.94174090540497,Moonsilk,0,S2,0.3127039265092953
39.0,Perempuan,PNS,Palembang,8993324.384340014,0,1,54.27563638696006,150.10466315494804,Shoulder & Head,1,SMA,0.5970435128551532
39.0,Laki-laki,Pegawai swasta,Surabaya,6090190.933010501,1,0,48.11445617384295,154.92522902716743,Pantone,1,SMA,0.40780311504553873
41.0,Laki-laki,PNS,Jakarta,17546741.851850554,1,0,51.044942248140245,155.05287564624692,Merpati,1,SMA,0.6063461665427489
49.0,Laki-laki,PNS,Manado,7280837.5258995285,1,1,57.47572464457287,156.68927978023322,Shoulder & Head,1,S1,0.9797652644636163
35.0,Laki-laki,Pegawai swasta,Jambi,14417915.820895134,1,0,78.54644242846975,167.02993685073506,Shoulder & Head,1,SMA,0.42873503681514963
54.0,Laki-laki,PNS,Gorontalo,13485681.476142557,0,0,58.331084355600325,151.56615425830248,Pantone,1,S2,0.5620696643420927
58.0,Perempuan,Pegawai swasta,Pontianak,8115262.6532699475,0,0,57.04524120958443,153.15980864685218,Deadbuoy,1,S1,0.4316092979674167
22.0,Perempuan,Pegawai swasta,Manokwari,7422551.896235135,0,0,58.19164286715022,160.13849882321628,Pantone,0,SMP,-0.02542342063986923
40.0,Laki-laki,PNS,Palu,9431494.184512619,1,1,60.648913031615905,164.95803538976628,Pantone,0,SMP,0.7400355844334549
38.0,Laki-laki,Freelance,Bandung,9093615.074674685,0,0,45.2664607252078,158.75682201141848,Deadbuoy,1,S1,0.24464379288002938
35.0,Perempuan,Pegawai swasta,Mamuju,7051605.631062656,1,0,52.0008793887317,152.82305182498249,Merpati,0,SMA,0.19125647670990636
34.0,Laki-laki,PNS,Mataram,5451894.245446912,1,1,50.40938958775579,150.54719873938413,Pantone,1,SMA,0.9085598530712352
32.0,Laki-laki,Pegawai swasta,Palembang,6158795.80754285,0,1,53.34923001533425,159.069634087514,Deadbuoy,0,SMA,0.5109666692101379
55.0,Laki-laki,PNS,Banjarmasin,6225883.765633045,1,0,51.4545247787753,148.96567815344346,Pantone,0,S1,0.6718832875581303
37.0,Laki-laki,Freelance,Surabaya,12390648.03656823,1,0,50.42471724821263,154.10354023992156,Deadbuoy,1,SMA,0.4182097748151899
51.0,Perempuan,Freelance,Kupang,7738170.581068453,1,0,59.973687905550165,164.33784077107575,Deadbuoy,1,S1,0.42602632780557304
24.0,Laki-laki,PNS,Banda Lampung,6303005.332307974,1,0,59.789841591866136,157.49267328430233,Merpati,1,S1,0.514919744994348
29.0,Perempuan,PNS,Tanjungselor,4927630.306239283,0,1,50.214437924321246,155.3710901533006,Merpati,0,S1,0.5919894995132552
36.0,Laki-laki,Pegawai swasta,Kendari,10999553.23255899,0,0,54.28363394346784,147.12141261259222,Pantone,0,S2,0.1299163337279757
31.0,Perempuan,Pegawai swasta,Bengkulu,3741397.856287356,1,0,59.291881166295674,154.23837802716528,Shoulder & Head,0,S1,0.21285465855775726
42.0,Laki-laki,PNS,Sofifi,7281053.830719611,1,1,58.16534028568143,161.86154892898406,Deadbuoy,1,SMA,0.9032699497643264
25.0,Laki-laki,Pegawai swasta,Kupang,4700763.14134411,0,0,53.605032482447605,152.73140502642187,Moonsilk,0,S1,0.17660539737051895
46.0,Laki-laki,Pegawai swasta,Mataram,10161435.692489272,0,0,49.00883144677992,159.53947019584584,Shoulder & Head,0,S1,0.306198249902447
49.0,Perempuan,PNS,Ambon,6094444.389776239,0,0,67.60590285260787,169.7203540474864,Merpati,0,SMA,0.3301389322658179
34.0,Perempuan,Freelance,Pangkalpinang,13384507.698987506,0,0,65.96854114448026,166.1868391134136,Moonsilk,0,S2,0.012423219745041089
40.0,Perempuan,PNS,Bandung,8004354.098664635,1,0,65.30438312088512,159.14845199642318,Deadbuoy,0,SMA,0.3808520938594755
47.0,Perempuan,Pegawai swasta,Sofifi,5756268.624350231,1,1,71.21387477997413,171.27563074007944,Shoulder & Head,1,S1,0.7220648314359384
50.0,Perempuan,Freelance,Mamuju,5800427.675550622,0,0,76.75164915925998,160.4509153086917,Deadbuoy,0,SMA,0.10890943838938648
33.0,Perempuan,PNS,Makassar,19257651.759059988,0,0,77.16106204456631,163.9939824203789,Merpati,1,S1,0.279558984951963
42.0,Perempuan,Pegawai swasta,Gorontalo,4654991.1225471925,1,0,56.06419226693883,158.1052732773268,Moonsilk,1,S1,0.47371551588073657
52.0,Laki-laki,Pegawai swasta,Tanjung Pinang,11079913.120773688,1,0,52.88491536972651,151.20754716700856,Shoulder & Head,1,S1,0.5730113339803856
45.0,Laki-laki,Pegawai swasta,Medan,4426644.199144035,0,0,61.1010415544538,162.32830994891995,Deadbuoy,1,S1,0.4556190583251895
45.0,Laki-laki,Freelance,Mamuju,5624512.989932805,0,0,50.724931976662546,150.91385124601146,Moonsilk,0,S2,0.26473569493495236
39.0,Laki-laki,PNS,Ambon,3618141.5280215135,1,0,60.06382020773782,152.8910550682352,Pantone,1,S1,0.47404704991632346
38.0,Laki-laki,PNS,Palembang,5326547.834358797,0,1,51.9447083051953,163.44905081263994,Moonsilk,0,S1,0.5956651734937766
53.0,Laki-laki,Pengangguran,Jambi,13969492.127238471,1,0,72.35894079504126,165.7502364539731,Pantone,1,SMA,0.9422286508808897
34.0,Perempuan,PNS,Kupang,2629545.60663289,1,0,47.53095413420002,148.8426454337687,Pantone,1,S1,0.42329088257252945
34.0,Laki-laki,PNS,Bengkulu,6360741.990137063,0,0,49.15158743848818,147.5033201020654,Moonsilk,0,S2,0.2677222018148638
29.0,Perempuan,Pegawai swasta,Manokwari,3445265.1317510544,0,0,56.040212053849714,154.77304554411464,Shoulder & Head,0,SMP,0.06850183410700969
24.0,Laki-laki,PNS,Gorontalo,5497346.398238616,1,0,65.33999127225948,163.88587797398657,Shoulder & Head,0,SMA,0.4122405038731825
30.0,Laki-laki,Pegawai swasta,Tanjung Pinang,12615391.576869149,0,0,50.7381101357346,156.15472295611758,Shoulder & Head,0,S1,0.2287197795954343
37.0,Laki-laki,Pegawai swasta,Makassar,7931391.441419686,1,0,120.01596967050864,191.1681464338637,Deadbuoy,1,S1,0.4766170217624222
45.0,Perempuan,Pegawai swasta,Mamuju,6619345.186726937,1,0,93.9381725033048,173.27202308145024,Moonsilk,0,SMA,0.29480732338703747
36.0,Laki-laki,PNS,Palu,5875363.14299012,0,0,79.19965051726321,168.01106264540326,Shoulder & Head,0,SMA,0.21475822377946663
48.0,Laki-laki,Freelance,Banda Lampung,8212814.976609571,0,0,46.22078832339192,156.85937187120254,Pantone,1,S1,0.3140246601460893
36.0,Laki-laki,Pengangguran,Serang,6137956.114835161,1,1,58.342137080672714,159.10682831986625,Shoulder & Head,0,S1,0.9480597680417017
42.0,Perempuan,Freelance,Pekanbaru,11842306.902968403,1,0,69.529152908148,172.18484219261586,Deadbuoy,0,S2,0.3173967650380106
38.0,Laki-laki,PNS,Palangkaraya,4836980.006358631,0,0,52.51501058776761,152.21069906683974,Moonsilk,1,S2,0.36483781627048945
62.0,Laki-laki,Freelance,Jakarta,9721205.218480747,1,0,48.4231992247539,152.5128622068312,Moonsilk,0,S1,0.41654325053938057
41.0,Perempuan,Freelance,Palu,6275111.526983171,0,0,44.94496634882703,155.1609673819609,Merpati,0,SMA,0.18499350492478187
33.0,Laki-laki,PNS,Jambi,9004169.73483669,0,0,43.794344609037445,153.90530889633814,Moonsilk,0,S1,0.4158272130032633
34.0,Laki-laki,PNS,Jayapura,3829182.8231683937,0,0,51.46028295688919,150.97920260604224,Deadbuoy,0,SMA,0.28143122121754516
41.0,Perempuan,Freelance,Manokwari,4421912.964038859,0,1,40.007427335722134,149.2255787589595,Moonsilk,1,S1,0.4775294104372645
41.0,Laki-laki,Pegawai swasta,Yogyakarta,9194452.067499205,1,0,58.180981483811095,155.5569083048871,Merpati,1,S2,0.4608889567366303
38.0,Laki-laki,PNS,Mataram,3847220.6729469677,1,0,62.278045198568854,161.1837056549947,Shoulder & Head,1,S1,0.5649911239154684
27.0,Perempuan,Freelance,Tanjungselor,5491312.528154888,1,1,54.36060217805215,162.71164370569275,Moonsilk,0,SMA,0.39983438835555785
40.0,Perempuan,PNS,Jayapura,6408914.058021379,1,1,57.65944133479353,165.78802328229278,Moonsilk,1,SMP,0.6777262471908386
47.0,Laki-laki,PNS,Palangkaraya,8564912.663938802,0,0,51.044479841973896,154.35361603135502,Moonsilk,1,S1,0.46384762730032936
36.0,Perempuan,PNS,Bengkulu,14313268.980806192,0,1,50.402747861676495,160.40156166868667,Merpati,1,SMA,0.57307813026024
39.0,Laki-laki,PNS,Surabaya,3475837.7674377263,0,1,61.36542776835562,159.565904478087,Deadbuoy,0,S1,0.6078283325996033
41.0,Laki-laki,Pegawai swasta,Pekanbaru,17467067.829678643,0,1,93.20238917243688,164.93124201189164,Deadbuoy,0,S1,0.6435931213876123
30.0,Perempuan,PNS,Tanjung Pinang,3667765.203387304,0,0,73.42846019819574,168.319308972472,Deadbuoy,0,SMA,0.20423870880137462
36.0,Laki-laki,Pegawai swasta,Jayapura,2676723.401728766,0,1,67.6362619436293,161.97825736716496,Deadbuoy,0,SMA,0.4498609094160615
37.0,Perempuan,PNS,Bengkulu,25389548.21166451,1,0,71.4138651484206,162.33446546120567,Deadbuoy,0,SMA,0.31290003605971106
18.0,Laki-laki,Freelance,Banda Lampung,8419133.927865554,0,0,55.715799877028346,156.29029097590796,Shoulder & Head,0,S1,0.10624869874067978
35.0,Laki-laki,PNS,Manokwari,4266407.338687077,0,1,62.21469238938829,162.55779229864643,Pantone,1,SD,0.7340958842094879
52.0,Laki-laki,PNS,Mataram,4306550.440616272,1,1,51.93708806354557,160.82190561763915,Shoulder & Head,1,SMA,1.0
39.0,Laki-laki,Pegawai swasta,Denpasar,7070585.577478355,1,0,45.92419965647049,156.17492015559975,Moonsilk,0,S1,0.3155838106633077
29.0,Perempuan,PNS,Banda Lampung,6687714.262204939,0,0,86.34206864152748,174.85550184943259,Pantone,1,S1,0.33830061096832514
26.0,Laki-laki,Freelance,Pangkalpinang,6254565.347094243,1,0,49.60594297076176,156.27149940839854,Pantone,1,S1,0.35449723491731067
34.0,Laki-laki,PNS,Banjarmasin,4001459.895572202,0,0,60.981483781792846,165.9436878214774,Deadbuoy,0,S1,0.19410580106893227
46.0,Laki-laki,Pegawai swasta,Kendari,4517235.652447044,0,0,45.45573906381932,146.788326884683,Pantone,1,S1,0.3600621224731159
49.0,Laki-laki,Pegawai swasta,Kupang,3334532.3985357014,0,,42.51269510970104,150.08250385078946,Moonsilk,1,S1,0.47847437636135887
39.0,Laki-laki,PNS,Banda Lampung,4977394.249815958,1,0,70.2859536016059,165.300338840232,Merpati,1,SD,0.43829652720544765
37.0,Laki-laki,PNS,Mataram,14459403.487660743,1,0,43.8804170628183,149.51305212414618,Moonsilk,0,S2,0.5338796303655402
39.0,Laki-laki,PNS,Bandung,15103479.053946922,1,0,55.02157332352108,154.24512032322284,Merpati,0,S1,0.41357856322637154
38.0,Perempuan,Pegawai swasta,Kupang,7231211.103352651,0,1,56.81961152702431,158.18508252422953,Moonsilk,0,S1,0.37729054042333654
26.0,Laki-laki,Freelance,Padang,5068181.218344202,1,0,42.56678946140989,151.27623495987666,Deadbuoy,0,S1,0.24522698457990735
43.0,Laki-laki,PNS,Jakarta,5599580.382564768,1,1,78.18702110243271,166.41446321629985,Pantone,0,S1,0.8045788734538896
30.0,Laki-laki,Freelance,Serang,3078709.28320118,0,1,52.31021017592931,156.01068041441727,Merpati,1,SMA,0.4871052993583934
33.0,Laki-laki,Pegawai swasta,Semarang,8083788.508873309,1,0,62.41938338552683,150.07577704852147,Moonsilk,1,SMA,0.3095777773890714
60.0,Perempuan,Pegawai swasta,Palu,6181232.512352329,1,0,65.58775528763564,153.18229635569497,Shoulder & Head,1,SMA,0.4834654061277241
38.0,Laki-laki,PNS,Yogyakarta,4573760.539520937,0,0,79.51748976737665,158.1517149324493,Pantone,0,S1,0.24946381328320416
44.0,Perempuan,Freelance,Semarang,3732398.3806111566,0,0,59.013453646901155,146.47839790481515,Moonsilk,1,S1,0.17462376364332022
50.0,Laki-laki,Pegawai swasta,Padang,5982214.506750668,1,0,57.28031664681796,169.3181318838036,Merpati,1,SD,0.5918548689202543
54.0,Perempuan,Pegawai swasta,Tanjung Pinang,6465714.819410952,0,0,57.75410000203119,150.76130967395875,Pantone,1,S1,0.43537533075384915
35.0,Perempuan,PNS,Pangkalpinang,4106331.080826691,1,0,65.96318099372337,173.766628997456,Moonsilk,1,S1,0.32967428798947696
27.0,Laki-laki,PNS,Kupang,15457490.833128827,1,0,69.01498184810342,156.96403473004193,Merpati,1,S1,0.5512061035580251
32.0,Perempuan,PNS,Bandung,5738088.364120842,1,0,46.80758779859619,154.97631291932507,Deadbuoy,0,S1,0.3355427844755231
18.0,Laki-laki,Pegawai swasta,Palembang,9348534.80043176,0,0,55.54731620993063,152.01040483930097,Pantone,1,SMP,0.24743040727311855
51.0,Perempuan,PNS,Banda Aceh,2944437.7676052973,1,1,51.27655911221879,168.10710094025606,Merpati,1,S1,0.8880595022948553
47.0,Perempuan,Freelance,Banda Lampung,5253859.103267709,0,0,82.89440366856658,169.66962815353529,Pantone,0,SMP,0.15670263022926004
33.0,Perempuan,Pegawai swasta,Banjarmasin,4673534.505495604,1,0,51.94781576529222,161.36116686438743,Pantone,0,S1,0.27179404820595177
34.0,Perempuan,Pegawai swasta,Sofifi,9224771.414964296,1,0,62.942469219987444,162.9958147292716,Merpati,0,S1,0.22689404225608353
31.0,Laki-laki,PNS,Bengkulu,3160809.1738341283,1,0,55.71496981350743,149.35151657545987,Pantone,0,S1,0.4528911631609105
39.0,Perempuan,PNS,Denpasar,8111322.813764211,1,0,67.65742585021832,170.56412591653276,Moonsilk,0,SMP,0.25217306300756587
30.0,Laki-laki,Pengangguran,Gorontalo,5975108.347525226,1,0,57.841241090886356,152.98414008890643,Shoulder & Head,0,SMA,0.6709809211446836
36.0,Laki-laki,PNS,Samarinda,6503584.128407481,1,1,64.24199235459335,154.15856453559616,Merpati,0,S1,0.6776928076205551
35.0,Laki-laki,Freelance,Medan,11058701.5301177,1,0,60.53940792013703,159.3355070801623,Merpati,0,SMA,0.20107699630140774
33.0,Perempuan,Pengangguran,Pekanbaru,4359634.808785668,0,1,48.98461605505983,150.59712918120653,Moonsilk,0,SD,0.8393508721547414
53.0,Laki-laki,PNS,Bengkulu,3671472.016927898,1,1,49.540987283279776,157.10903408045098,Merpati,1,S1,1.0
39.0,Laki-laki,Freelance,Ambon,5618440.220346469,0,0,61.87599320520947,164.93775400504444,Shoulder & Head,1,S1,0.27359547894306435
47.0,Laki-laki,Pegawai swasta,Medan,7162783.39769751,0,1,71.62760684585821,156.63029777134122,Merpati,0,SMP,0.6767547486800536
55.0,Laki-laki,Pengangguran,Serang,7803598.267102539,1,1,58.25095367587373,167.05333998928808,Merpati,1,S1,1.0
20.0,Laki-laki,Pegawai swasta,Tanjung Pinang,6076148.592194972,1,0,55.7420426400881,154.56129756262501,Shoulder & Head,1,SMA,0.42007166124300804
35.0,Laki-laki,Freelance,Kendari,8607277.295780309,1,0,43.221825472380495,142.16549000360354,Pantone,1,S1,0.4016035500352478
37.0,Perempuan,Pegawai swasta,Padang,13800505.1157995,0,0,63.04101809828869,154.4519806399842,Merpati,1,SMA,0.19672925553337353
42.0,Laki-laki,PNS,Mamuju,11248404.376243971,0,0,55.972351862364285,160.28844446946056,Pantone,0,S1,0.42467171269733883
30.0,Laki-laki,Pegawai swasta,Banda Lampung,6634300.392115602,0,0,47.88674720966449,160.35467590224826,Moonsilk,1,S1,0.33240470596472327
31.0,Perempuan,PNS,Tanjung Pinang,4793533.274551421,0,0,58.67128070234505,165.29318783774065,Shoulder & Head,1,SMA,0.30103761168368626
46.0,Perempuan,Pegawai swasta,Sofifi,7304535.097425658,0,0,62.580562981984386,167.17522385781655,Pantone,1,SMA,0.408005063701392
30.0,Laki-laki,Pegawai swasta,Pekanbaru,7997167.3461226085,0,0,51.17128527858175,156.20023950163818,Deadbuoy,1,SMA,0.2938734126104275
44.0,Laki-laki,Pegawai swasta,Jakarta,9564277.117642935,0,0,77.7342743759067,167.4360408456384,Deadbuoy,1,SD,0.49495638125065866
53.0,Laki-laki,PNS,Sofifi,11953810.006810354,0,0,56.82798687525209,146.9184595589167,Merpati,1,SMP,0.7164616397628873
44.0,Laki-laki,Pegawai swasta,Kendari,9985026.589980453,0,0,69.10773199004645,158.7926553593017,Merpati,1,SMA,0.40052607842598653
59.0,Laki-laki,Freelance,Yogyakarta,7668938.057737363,1,0,79.32718860500734,164.92471067492428,Shoulder & Head,1,S1,0.4806316200058361
37.0,Laki-laki,Freelance,Serang,5343331.640085623,0,0,53.0924358821226,152.2883878868947,Deadbuoy,1,S1,0.1898351603158822
